#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
144,218,60101.061717,294,4,0,0
718,366,60104.586957,818,3,1,0
883,542,60109.485258,933,2,1,0
240,320,60112.466601,390,3,0,0
720,355,60116.024798,820,3,1,0
141,359,60119.564643,291,4,0,0
765,632,60125.427063,815,2,1,0
787,522,60130.191307,787,1,1,0
779,312,60132.988483,779,1,1,0
91,366,60136.497125,241,3,0,0
149,201,60138.637587,299,4,0,0
773,343,60141.589143,823,2,1,0
91,446,60146.04585,241,3,0,0
241,571,60151.538993,391,4,0,0
803,441,60155.746321,853,2,1,0
861,400,60159.684258,911,2,1,0
784,289,60162.352356,784,2,1,0
241,419,60166.382893,391,4,0,0
672,345,60169.884075,772,3,1,0
783,293,60172.51354,783,1,1,0
938,516,60177.182531,938,2,1,0
140,886,60185.408776,290,3,0,0
68,261,60187.936897,218,4,0,0
221,311,60191.293985,371,4,0,0
107,293,60194.116736,257,4,0,0
780,307,60197.193841,780,1,1,0
830,308,60199.931634,830,1,1,0
828,319,60202.902107,878,3,1,0
241,398,60207.172029,391,4,0,0
161,231,60209.3131,311,4,0,0
83,341,60212.785223,233,3,0,0
707,420,60216.821889,807,4,1,0
817,370,60220.292128,817,1,1,0
183,253,60222.816941,333,3,0,0
716,375,60226.226383,766,1,1,0
681,801,60233.479409,781,2,1,0
127,166,60235.381217,277,4,0,0
82,332,60238.275936,232,3,0,0
241,392,60242.238441,391,4,0,0
757,672,60248.71493,857,2,1,0
854,436,60252.665295,854,3,1,0
870,356,60256.143133,920,3,1,0
731,303,60258.824157,781,1,1,0
288,536,60264.060139,438,4,0,0
809,413,60268.066546,809,2,1,0
816,379,60271.25333,816,1,1,0
734,788,60278.65528,734,1,1,0
782,298,60281.357372,782,1,1,0
770,356,60284.931246,820,3,1,0
831,304,60287.740486,831,1,1,0
832,296,60290.412582,832,1,1,0
141,377,60294.135719,291,4,0,0
823,340,60297.396019,873,2,1,0
726,326,60300.579188,776,2,1,0
140,209,60302.460763,290,3,0,0
180,333,60305.939181,330,4,0,0
140,336,60308.88495,290,2,0,0
63,246,60311.323714,213,3,0,0
742,499,60316.061229,842,2,1,0
831,303,60319.212155,881,3,1,0
887,272,60321.818734,887,4,1,0
776,325,60324.743405,826,3,1,0
711,652,60330.53784,711,1,1,0
599,713,60337.200551,699,1,1,0
773,343,60340.689095,873,3,1,0
843,740,60347.32701,843,2,1,0
828,319,60350.715864,828,1,1,0
860,408,60354.73132,860,2,1,0
855,433,60358.952359,905,4,1,0
163,331,60362.447377,313,4,0,0
240,327,60365.816052,390,4,0,0
708,415,60369.920001,808,3,1,0
880,307,60372.585757,880,1,1,0
779,310,60375.649491,779,2,1,0
232,263,60378.19523,382,4,0,0
777,323,60381.26873,827,2,1,0
222,278,60384.008741,372,4,0,0
837,273,60386.905237,837,2,1,0
786,275,60389.498429,836,2,1,0
928,319,60392.526117,928,3,1,0
714,639,60398.526955,814,4,1,0
288,363,60402.025339,438,3,0,0
779,311,60404.776243,829,2,1,0
306,313,60408.139334,456,3,0,0
262,248,60410.67846,412,4,0,0
730,307,60413.316683,780,1,1,0
824,336,60416.759269,824,1,1,0
885,283,60419.523161,885,3,1,0
241,667,60425.726559,391,3,0,0
239,309,60428.956358,389,3,0,0
784,289,60431.697353,834,4,1,0
831,301,60434.411442,831,2,1,0
107,232,60436.795765,257,3,0,0
873,343,60440.232318,873,2,1,0
823,342,60443.320513,873,2,1,0
188,510,60448.22176,338,3,0,0
286,395,60452.522106,436,4,0,0
89,428,60456.662914,239,4,0,0
190,1041,60466.130876,340,1,0,0
713,642,60472.196363,763,2,1,0
849,464,60476.85365,949,3,1,0
979,312,60479.782638,979,3,1,0
70,256,60482.31968,220,4,0,0
186,293,60485.03983,336,4,0,0
231,293,60488.354563,381,4,0,0
787,271,60490.992683,787,1,1,0
187,373,60494.862338,337,4,0,0
887,271,60497.4273,887,1,1,0
927,322,60500.463557,927,4,1,0
91,449,60505.023553,241,3,0,0
824,337,60508.054614,924,4,1,0
827,324,60511.283101,877,2,1,0
868,365,60514.918536,868,1,1,0
932,299,60517.734363,932,4,1,0
383,360,60521.413357,533,4,0,0
703,691,60527.598136,703,2,1,0
884,289,60530.556513,884,3,1,0
129,291,60533.294557,279,3,0,0
723,342,60536.666656,823,3,1,0
232,369,60540.02249,382,4,0,0
753,444,60544.320776,853,2,1,0
774,335,60547.494765,774,1,1,0
753,444,60551.584423,753,1,1,0
46,163,60553.253703,196,4,0,0
716,378,60556.81933,816,2,1,0
119,274,60559.492945,269,3,0,0
240,459,60564.057254,390,3,0,0
277,261,60566.635945,427,4,0,0
789,264,60569.018775,789,1,1,0
777,321,60572.19441,777,1,1,0
796,477,60576.576962,896,2,1,0
721,351,60580.052185,821,3,1,0
715,380,60583.687403,765,1,1,0
835,282,60586.375467,885,3,1,0
724,338,60589.902555,824,4,1,0
715,380,60593.58564,815,4,1,0
289,369,60597.216991,439,4,0,0
778,316,60600.140276,828,4,1,0
708,419,60603.971298,758,2,1,0
831,301,60607.228508,881,4,1,0
786,277,60609.891728,836,4,1,0
831,300,60612.621423,931,4,1,0
887,274,60615.227988,937,4,1,0
812,396,60619.604667,862,4,1,0
769,364,60622.75196,869,2,1,0
710,408,60627.068195,810,3,1,0
832,298,60629.885115,832,1,1,0
838,265,60632.587039,838,2,1,0
676,326,60636.060423,776,3,1,0
837,270,60638.697789,837,2,1,0
738,518,60643.569414,838,2,1,0
924,336,60646.694457,924,4,1,0
720,359,60650.097131,770,1,1,0
734,285,60652.709028,834,1,1,0
934,287,60655.769697,934,3,1,0
173,300,60658.736445,323,4,0,0
182,262,60661.324139,332,4,0,0
719,363,60664.861617,819,2,1,0
338,342,60668.459127,488,4,0,0
774,339,60671.359407,874,2,1,0
748,468,60675.927001,748,2,1,0
878,315,60678.767427,928,3,1,0
123,290,60681.971934,273,4,0,0
141,935,60690.131968,291,1,0,0
220,272,60692.822705,370,4,0,0
173,311,60695.759598,323,4,0,0
705,433,60700.068721,805,2,1,0
830,309,60702.97024,880,3,1,0
145,220,60705.260835,295,4,0,0
191,1184,60715.823625,341,1,0,0
786,278,60718.412577,786,1,1,0
838,266,60720.938787,838,1,1,0
289,445,60725.299504,439,3,0,0
69,288,60728.046579,219,3,0,0
730,308,60731.204775,780,2,1,0
191,292,60733.871631,341,3,0,0
885,281,60736.513253,885,3,1,0
91,362,60740.01089,241,2,0,0
138,376,60743.642485,288,4,0,0
769,363,60747.22891,819,1,1,0
131,293,60750.128442,281,4,0,0
187,471,60754.920536,337,4,0,0
787,272,60757.657137,837,2,1,0
789,263,60760.155032,789,1,1,0
787,274,60762.565228,787,1,1,0
733,290,60765.155945,783,1,1,0
785,281,60767.866379,835,3,1,0
240,352,60771.536816,390,3,0,0
720,606,60777.579454,770,3,1,0
339,416,60781.579676,489,4,0,0
787,270,60784.068228,837,1,1,0
182,292,60786.939776,332,4,0,0
713,390,60791.096246,813,3,1,0
736,529,60795.881502,736,1,1,0
884,289,60798.673424,884,2,1,0
191,354,60802.332532,341,2,0,0
654,935,60810.661372,654,1,1,0
779,313,60813.489181,829,2,1,0
183,290,60816.677926,333,4,0,0
727,322,60819.637059,827,3,1,0
260,276,60822.534275,410,4,0,0
140,329,60825.874958,290,4,0,0
127,273,60828.423388,277,4,0,0
341,408,60832.342688,491,4,0,0
241,327,60835.636672,391,3,0,0
240,431,60839.879048,390,4,0,0
234,513,60844.740412,384,2,0,0
692,496,60849.483801,792,2,1,0
236,223,60851.844168,386,4,0,0
570,858,60859.782431,670,1,1,0
719,613,60865.421888,819,3,1,0
187,364,60869.04416,337,3,0,0
837,271,60871.519188,837,1,1,0
770,359,60874.955384,820,1,1,0
778,317,60878.227412,828,3,1,0
338,415,60882.181365,488,4,0,0
720,359,60885.516327,770,1,1,0
725,581,60890.931547,825,3,1,0
81,684,60897.495379,231,4,0,0
846,477,60902.163395,946,4,1,0
716,375,60905.827353,816,2,1,0
236,339,60909.402231,386,4,0,0
141,327,60912.491466,291,2,0,0
188,393,60916.564454,338,3,0,0
770,356,60920.188553,870,3,1,0
760,407,60924.17526,810,4,1,0
159,226,60926.444872,309,3,0,0
802,446,60930.968543,852,2,1,0
721,350,60934.077901,821,2,1,0
137,560,60939.736118,287,4,0,0
241,477,60944.084518,391,3,0,0
110,241,60946.513273,260,3,0,0
725,332,60949.775804,775,1,1,0
618,867,60957.690789,718,1,1,0
721,352,60960.733956,771,2,1,0
239,465,60965.448239,389,3,0,0
191,419,60969.394894,341,3,0,0
763,392,60973.052901,863,3,1,0
138,437,60977.382853,288,2,0,0
911,403,60981.219867,961,2,1,0
829,313,60984.056557,829,2,1,0
784,287,60986.859469,784,1,1,0
833,294,60989.50074,883,3,1,0
159,233,60991.933532,309,4,0,0
826,325,60994.856583,826,1,1,0
191,511,60999.712057,341,3,0,0
680,308,61003.098739,780,4,1,0
844,487,61007.830679,844,3,1,0
921,351,61010.903751,921,2,1,0
87,306,61014.035457,237,2,0,0
708,417,61017.891314,758,1,1,0
926,327,61021.03963,976,4,1,0
917,374,61024.657459,1017,4,1,0
191,415,61028.940144,341,4,0,0
780,558,61034.244684,880,3,1,0
835,283,61036.897277,835,1,1,0
784,285,61039.449305,784,1,1,0
789,263,61042.275778,789,2,1,0
873,342,61045.278732,923,2,1,0
626,827,61053.176405,676,1,1,0
719,362,61056.407168,769,1,1,0
191,683,61063.373477,341,3,0,0
191,369,61067.029219,341,3,0,0
129,286,61069.740604,279,2,0,0
91,389,61073.527621,241,4,0,0
140,1804,61089.561247,290,1,0,0
73,247,61092.138091,223,4,0,0
829,312,61095.01325,829,4,1,0
163,145,61096.755957,313,2,0,0
125,274,61099.351687,275,4,0,0
141,468,61103.394936,291,2,0,0
813,393,61107.02051,913,2,1,0
190,402,61111.275776,340,4,0,0
234,314,61114.108817,384,4,0,0
834,286,61116.764043,834,1,1,0
188,362,61120.355551,338,3,0,0
149,217,61122.71793,299,4,0,0
191,573,61127.858385,341,3,0,0
64,279,61130.525859,214,3,0,0
808,416,61134.727601,808,1,1,0
341,330,61137.823712,491,4,0,0
187,325,61141.125958,337,3,0,0
231,304,61143.907224,381,3,0,0
238,654,61150.095497,388,3,0,0
141,549,61155.499736,291,2,0,0
650,955,61163.779094,700,1,1,0
873,592,61169.146345,873,1,1,0
708,416,61172.957404,758,1,1,0
751,451,61177.094206,801,2,1,0
856,427,61181.445647,906,2,1,0
800,458,61185.550763,850,1,1,0
728,565,61191.175686,778,2,1,0
773,342,61194.202581,773,1,1,0
664,388,61198.104207,764,2,1,0
786,527,61203.691208,886,3,1,0
235,334,61206.826161,385,4,0,0
773,342,61210.120607,873,4,1,0
139,543,61214.972569,289,2,0,0
928,315,61218.230097,928,4,1,0
830,307,61221.137083,830,3,1,0
776,328,61224.413971,776,1,1,0
771,354,61227.449961,821,2,1,0
552,1199,61238.532223,652,1,1,0
781,304,61241.225603,831,1,1,0
756,677,61247.385043,806,2,1,0
874,338,61250.743286,874,2,1,0
774,337,61254.026252,824,3,1,0
676,328,61256.947193,776,3,1,0
783,291,61259.622765,833,3,1,0
779,561,61265.097528,829,2,1,0
823,340,61268.088474,823,1,1,0
141,356,61271.510482,291,2,0,0
773,343,61274.99461,773,3,1,0
282,410,61279.069356,432,4,0,0
138,310,61282.388555,288,3,0,0
753,441,61286.364736,853,3,1,0
48,216,61288.601013,198,4,0,0
186,196,61290.312855,336,4,0,0
786,278,61292.911779,786,1,1,0
831,302,61295.972447,831,1,1,0
832,297,61298.747471,832,1,1,0
87,308,61301.542921,237,3,0,0
799,463,61306.057204,849,2,1,0
141,374,61309.711619,291,3,0,0
879,314,61312.609253,929,4,1,0
750,706,61319.502471,800,4,1,0
821,352,61322.829865,821,2,1,0
761,402,61326.707548,811,4,1,0
835,283,61329.274955,835,1,1,0
664,389,61332.969702,764,4,1,0
675,583,61338.750401,775,3,1,0
220,250,61341.425307,370,4,0,0
227,326,61344.548589,377,3,0,0
759,410,61348.367089,809,2,1,0
96,207,61350.603993,246,3,0,0
867,373,61354.307549,917,4,1,0
749,461,61358.877106,799,2,1,0
140,547,61363.944546,290,2,0,0
779,311,61366.735813,829,2,1,0
89,393,61370.526769,239,4,0,0
880,307,61373.708518,880,3,1,0
825,331,61376.788985,875,2,1,0
836,276,61379.389415,886,4,1,0
191,443,61383.686693,341,2,0,0
765,633,61389.664929,865,2,1,0
722,347,61393.109028,822,2,1,0
763,392,61396.679311,813,1,1,0
138,344,61399.757549,288,3,0,0
837,272,61402.275151,837,2,1,0
837,272,61405.243123,837,2,1,0
774,339,61408.255557,824,2,1,0
767,370,61411.974895,867,3,1,0
289,368,61415.614616,439,3,0,0
121,276,61418.150142,271,2,0,0
180,355,61421.764388,330,4,0,0
390,406,61425.615417,540,3,0,0
125,342,61429.228044,275,4,0,0
659,413,61433.050206,759,2,1,0
784,286,61435.626532,834,2,1,0
788,267,61438.084983,788,1,1,0
692,497,61442.581345,742,1,1,0
183,266,61445.256268,333,4,0,0
240,420,61449.766896,390,4,0,0
817,372,61453.132313,867,4,1,0
513,1641,61467.667193,513,1,1,0
782,297,61470.753494,832,4,1,0
141,413,61474.66259,291,4,0,0
729,314,61477.667273,829,3,1,0
181,310,61481.089808,331,4,0,0
250,308,61484.167434,400,4,0,0
717,373,61487.612365,767,1,1,0
335,328,61491.047074,485,4,0,0
141,1430,61504.021438,291,2,0,0
831,303,61506.814892,831,2,1,0
187,385,61510.518871,337,4,0,0
733,293,61513.069526,783,1,1,0
951,453,61517.508312,951,2,1,0
82,309,61520.33152,232,3,0,0
858,419,61524.577736,908,3,1,0
190,739,61531.17115,340,3,0,0
138,228,61533.514977,288,4,0,0
788,266,61535.937002,788,1,1,0
784,288,61538.547516,784,1,1,0
767,374,61541.956236,817,1,1,0
191,401,61546.171577,341,4,0,0
91,1116,61556.113657,241,2,0,0
822,596,61561.581859,822,1,1,0
91,397,61565.442184,241,4,0,0
131,404,61569.296614,281,3,0,0
190,351,61572.744095,340,3,0,0
188,316,61575.673777,338,4,0,0
136,546,61581.054436,286,3,0,0
139,332,61583.933242,289,3,0,0
191,414,61587.88538,341,4,0,0
241,364,61591.495128,391,4,0,0
141,422,61595.687268,291,2,0,0
114,292,61598.431832,264,3,0,0
697,473,61602.940214,747,1,1,0
88,331,61605.880091,238,2,0,0
175,313,61609.229338,325,3,0,0
91,482,61613.575083,241,2,0,0
181,258,61616.084744,331,4,0,0
291,442,61620.610136,441,3,0,0
136,289,61623.45104,286,3,0,0
91,347,61627.091179,241,4,0,0
725,580,61632.41818,825,2,1,0
782,296,61635.423117,782,1,1,0
183,422,61639.385863,333,2,0,0
834,285,61642.048143,834,1,1,0
788,269,61644.575167,788,1,1,0
609,662,61650.833149,709,2,1,0
706,426,61655.037911,756,1,1,0
762,648,61661.213978,812,4,1,0
931,304,61664.003125,931,2,1,0
779,310,61667.094288,779,1,1,0
190,353,61670.390169,340,4,0,0
238,347,61673.866267,388,4,0,0
139,470,61678.329762,289,1,0,0
728,318,61681.147736,778,1,1,0
90,577,61686.768956,240,2,0,0
783,292,61689.391016,783,1,1,0
782,296,61692.144652,832,2,1,0
747,472,61696.614006,797,2,1,0
733,292,61699.283171,783,1,1,0
765,383,61702.905635,815,2,1,0
733,540,61708.161204,833,3,1,0
584,789,61715.19566,684,1,1,0
635,1033,61724.164227,635,1,1,0
735,282,61726.78316,785,1,1,0
717,371,61730.302612,767,2,1,0
713,390,61734.087504,813,4,1,0
91,428,61737.993475,241,3,0,0
727,322,61741.201836,777,1,1,0
65,201,61743.093579,215,4,0,0
759,410,61747.200882,859,2,1,0
764,387,61750.867327,864,3,1,0
835,283,61753.479144,835,1,1,0
125,273,61756.074648,275,4,0,0
881,302,61758.831789,881,2,1,0
781,300,61761.831185,781,1,1,0
765,381,61765.778438,865,2,1,0
644,735,61772.238999,694,1,1,0
82,205,61774.446285,232,3,0,0
769,362,61778.049524,819,2,1,0
882,299,61780.895063,932,3,1,0
982,296,61783.717882,982,4,1,0
825,331,61787.121916,875,3,1,0
584,1539,61801.249824,584,1,1,0
823,341,61804.925903,923,4,1,0
763,394,61808.740586,863,4,1,0
272,257,61811.182539,422,4,0,0
760,408,61815.11818,860,4,1,0
189,396,61819.018045,339,4,0,0
653,442,61823.294647,753,2,1,0
87,346,61826.344973,237,2,0,0
818,366,61829.877218,868,3,1,0
123,181,61831.777823,273,3,0,0
823,344,61834.896924,873,3,1,0
783,294,61837.837194,783,2,1,0
645,484,61841.996628,745,2,1,0
91,490,61846.760842,241,3,0,0
790,257,61849.17379,790,2,1,0
776,325,61852.277443,776,1,1,0
829,310,61854.905689,829,1,1,0
110,252,61857.35973,260,4,0,0
716,628,61863.189816,766,2,1,0
289,623,61869.085873,439,3,0,0
767,370,61872.779343,867,3,1,0
239,402,61876.65941,389,3,0,0
239,428,61880.591238,389,3,0,0
191,899,61889.096971,341,4,0,0
185,285,61891.793255,335,4,0,0
866,377,61895.371587,916,2,1,0
241,400,61899.523468,391,4,0,0
740,506,61903.834367,790,1,1,0
291,405,61908.319868,441,3,0,0
822,349,61911.69768,872,4,1,0
90,445,61916.056731,240,2,0,0
783,290,61918.820365,833,4,1,0
790,257,61921.29432,790,1,1,0
789,262,61923.800382,789,3,1,0
132,313,61927.040881,282,4,0,0
809,410,61930.905074,859,2,1,0
205,245,61933.34199,355,4,0,0
767,371,61937.00983,817,2,1,0
191,1673,61952.018703,341,1,0,0
173,256,61954.574523,323,3,0,0
734,285,61957.232533,784,1,1,0
265,264,61959.848643,415,4,0,0
60,273,61962.501675,210,2,0,0
828,316,61965.589061,828,1,1,0
98,232,61967.595332,248,4,0,0
166,299,61970.835951,316,3,0,0
755,430,61974.701006,805,1,1,0
818,369,61978.129992,868,2,1,0
-32,102,61979.246468,118,4,0,0
830,307,61981.958438,880,2,1,0
861,404,61985.637857,861,1,1,0
652,446,61989.844597,752,1,1,0
140,383,61993.554093,290,3,0,0
193,201,61995.318063,343,4,0,0
191,340,61998.796301,341,4,0,0
781,301,62001.570357,781,1,1,0
831,303,62004.73549,831,1,1,0
130,192,62006.49024,280,3,0,0
130,284,62009.33512,280,3,0,0
629,1063,62019.229264,679,1,1,0
736,525,62024.020421,786,1,1,0
125,343,62027.570168,275,3,0,0
241,364,62030.991002,391,4,0,0
238,545,62036.54957,388,3,0,0
804,435,62040.435939,804,1,1,0
972,345,62043.917572,972,2,1,0
788,267,62046.444059,788,1,1,0
811,651,62052.857797,861,3,1,0
721,351,62056.51922,821,4,1,0
790,257,62059.015468,790,1,1,0
776,325,62061.941404,826,1,1,0
129,356,62065.45251,279,3,0,0
837,273,62068.01599,837,2,1,0
191,324,62071.450189,341,3,0,0
285,362,62074.65096,435,3,0,0
773,343,62078.020708,823,1,1,0
806,429,62082.420832,806,1,1,0
838,269,62084.868754,838,1,1,0
184,427,62089.048736,334,4,0,0
188,462,62093.772147,338,3,0,0
189,303,62096.613601,339,3,0,0
738,269,62099.22577,838,2,1,0
84,309,62102.240196,234,4,0,0
783,290,62105.286515,833,3,1,0
773,342,62108.24141,773,1,1,0
227,292,62111.432275,377,3,0,0
140,303,62114.187153,290,3,0,0
677,571,62119.504839,777,1,1,0
188,365,62123.258266,338,4,0,0
784,285,62126.388391,834,3,1,0
839,261,62128.908578,839,1,1,0
238,372,62132.534349,388,3,0,0
765,383,62136.204611,765,1,1,0
191,604,62141.679102,341,2,0,0
91,316,62144.890859,241,3,0,0
-103,107,62146.051311,47,4,0,0
191,401,62149.882035,341,3,0,0
62,269,62152.51027,212,3,0,0
-29,137,62153.933594,121,4,0,0
791,503,62158.819913,841,1,1,0
823,343,62161.779984,873,2,1,0
286,242,62164.240129,436,4,0,0
751,453,62168.704922,801,2,1,0
139,1725,62184.46041,289,1,0,0
241,366,62188.094578,391,2,0,0
141,420,62192.266623,291,2,0,0
230,291,62195.500036,380,3,0,0
228,298,62198.376597,378,4,0,0
235,1010,62207.819188,385,2,0,0
90,747,62214.979345,240,3,0,0
112,182,62216.720991,262,4,0,0
796,475,62221.391628,896,3,1,0
778,315,62224.254036,778,1,1,0
719,364,62227.739028,819,2,1,0
140,340,62231.24777,290,4,0,0
840,257,62233.580126,840,1,1,0
789,262,62236.060711,789,2,1,0
764,385,62239.620177,814,1,1,0
870,608,62245.638283,970,4,1,0
190,368,62249.351219,340,4,0,0
834,285,62251.993888,834,2,1,0
673,341,62255.034304,773,1,1,0
835,284,62258.071234,885,3,1,0
826,326,62261.012609,876,4,1,0
231,356,62264.606971,381,4,0,0
724,338,62267.999821,824,2,1,0
839,263,62270.606153,839,3,1,0
834,288,62273.446248,884,2,1,0
873,340,62276.682454,923,3,1,0
889,264,62279.310678,889,3,1,0
761,401,62283.03128,811,1,1,0
191,350,62286.592385,341,4,0,0
843,492,62290.894402,843,1,1,0
787,272,62293.795958,787,2,1,0
191,356,62297.109264,341,4,0,0
926,327,62300.525524,1026,4,1,0
824,337,62304.033265,874,4,1,0
869,362,62307.203121,869,2,1,0
837,271,62309.691637,837,1,1,0
840,258,62312.142191,840,1,1,0
803,440,62316.395242,803,1,1,0
783,293,62319.150083,883,2,1,0
284,560,62324.938351,434,4,0,0
786,277,62327.512211,836,1,1,0
236,289,62330.298871,386,4,0,0
225,371,62334.087056,375,4,0,0
183,531,62339.22549,333,2,0,0
735,280,62341.789938,785,1,1,0
141,398,62345.568464,291,3,0,0
341,358,62349.235528,491,4,0,0
837,271,62351.780734,837,2,1,0
134,290,62354.909692,284,3,0,0
140,323,62357.831228,290,2,0,0
182,416,62361.875522,332,4,0,0
887,272,62364.626837,887,4,1,0
733,293,62367.647611,783,2,1,0
705,680,62373.814235,805,1,1,0
179,281,62376.541792,329,3,0,0
141,560,62382.115568,291,2,0,0
137,331,62385.183147,287,3,0,0
682,298,62388.283237,782,2,1,0
241,389,62392.121613,391,4,0,0
725,333,62395.012044,825,1,1,0
190,358,62398.635157,340,4,0,0
780,307,62401.356034,830,1,1,0
749,460,62405.877426,849,2,1,0
764,389,62409.642181,814,2,1,0
189,327,62412.946685,339,3,0,0
775,331,62415.952943,825,3,1,0
836,275,62418.590984,886,2,1,0
693,494,62423.184153,793,1,1,0
239,433,62427.69671,389,4,0,0
188,484,62431.898967,338,2,0,0
718,368,62435.493497,768,2,1,0
239,339,62438.753538,389,2,0,0
195,224,62441.056548,345,4,0,0
784,286,62443.739934,784,1,1,0
671,353,62447.135917,771,1,1,0
135,196,62448.866719,285,4,0,0
191,343,62452.467854,341,4,0,0
840,259,62454.892925,840,1,1,0
779,313,62457.729261,829,2,1,0
140,454,62462.308496,290,4,0,0
238,307,62465.271323,388,4,0,0
836,277,62467.724657,836,1,1,0
833,292,62470.780841,833,1,1,0
918,368,62474.261698,918,3,1,0
58,212,62476.621602,208,4,0,0
936,279,62479.261898,986,2,1,0
732,295,62482.30417,832,1,1,0
866,378,62485.960262,966,2,1,0
341,414,62489.968214,491,4,0,0
905,434,62493.974207,905,2,1,0
849,463,62498.636423,899,3,1,0
